tmucodigo;tmudenominacao;tmuuf
"76759";"MANDAGUACU";"PR"
"76775";"MANDAGUARI";"PR"
"76791";"MANDIRITUBA";"PR"
"66737";"MANDURI";"SP"
"08648";"MANFRINOPOLIS";"PR"
"47856";"MANGA";"MG"
"58513";"MANGARATIBA";"RJ"
"75116";"MANGUEIRINHA";"PR"
"47872";"MANHUACU";"MG"
"47899";"MANHUMIRIM";"MG"
"02577";"MANICORE";"AM"
"11177";"MANOEL EMIDIO";"PI"
"76813";"MANOEL RIBAS";"PR"
"01554";"MANOEL URBANO";"AC"
"60798";"MANOEL VIANA";"RS"
"37095";"MANOEL VITORINO";"BA"
"39772";"MANSIDAO";"BA"
"47910";"MANTENA";"MG"
"56650";"MANTENOPOLIS";"ES"
"57835";"MAQUINE";"RS"
"47953";"MAR DE ESPANHA";"MG"
"27979";"MAR VERMELHO";"AL"
"94510";"MARA ROSA";"GO"
"02593";"MARAA";"AM"
"04839";"MARABA";"PA"
"66753";"MARABA PAULISTA";"SP"
"01902";"MARACACUME";"MA"
"66770";"MARACAI";"SP"
"83917";"MARACAJA";"SC"
"91073";"MARACAJU";"MS"
"04855";"MARACANA";"PA"
"15857";"MARACANAU";"CE"
"37117";"MARACAS";"BA"
"27898";"MARAGOGI";"AL"
"37133";"MARAGOGIPE";"BA"
"24830";"MARAIAL";"PE"
"01929";"MARAJA DO SENA";"MA"
"14559";"MARANGUAPE";"CE"
"01945";"MARANHAOZINHO";"MA"
"04871";"MARAPANIM";"PA"
"29777";"MARAPOAMA";"SP"
"60399";"MARATA";"RS"
"07609";"MARATAIZES";"ES"
"37150";"MARAU";"BA"
"87378";"MARAU";"RS"
"27910";"MARAVILHA";"AL"
"82058";"MARAVILHA";"SC"
"47937";"MARAVILHAS";"MG"
"04847";"MARCACAO";"PB"
"98990";"MARCELANDIA";"MT"
"87394";"MARCELINO RAMOS";"RS"
"17450";"MARCELINO VIEIRA";"RN"
"37176";"MARCIONILIO SOUZA";"BA"
"14575";"MARCO";"CE"
"22756";"MARCOLANDIA";"PI"
"11193";"MARCOS PARENTE";"PI"
"76830";"MARECHAL CANDIDO RONDON";"PR"
"27936";"MARECHAL DEODORO";"AL"
"29297";"MARECHAL FLORIANO";"ES"
"06556";"MARECHAL THAUMATURGO";"AC"
"99635";"MAREMA";"SC"
"20834";"MARI";"PB"
"47970";"MARIA DA FE";"MG"
"76856";"MARIA HELENA";"PR"
"76872";"MARIALVA";"PR"
"47996";"MARIANA";"MG"
"57592";"MARIANA PIMENTEL";"RS"
"87416";"MARIANO MORO";"RS"
"97110";"MARIANOPOLIS DO TOCANTINS";"TO"
"66796";"MARIAPOLIS";"SP"
"27952";"MARIBONDO";"AL"
"58530";"MARICA";"RJ"
"48011";"MARILAC";"MG"
"57070";"MARILANDIA";"ES"
"74330";"MARILANDIA DO SUL";"PR"
"79758";"MARILENA";"PR"
"66818";"MARILIA";"SP"
"76899";"MARILUZ";"PR"
"76910";"MARINGA";"PR"
"66834";"MARINOPOLIS";"SP"
"06483";"MARIO CAMPOS";"MG"
"76937";"MARIOPOLIS";"PR"
"54879";"MARIPA";"PR"
"48038";"MARIPA DE MINAS";"MG"
"00540";"MARITUBA";"PA"
"04863";"MARIZOPOLIS";"PB"
"48054";"MARLIERIA";"MG"
"76953";"MARMELEIRO";"PR"
"48070";"MARMELOPOLIS";"MG"
"09989";"MARQUES DE SOUZA";"RS"
"08664";"MARQUINHO";"PR"
"48097";"MARTINHO CAMPOS";"MG"
"14591";"MARTINOPOLE";"CE"
"66850";"MARTINOPOLIS";"SP"
"17477";"MARTINS";"RN"
"06505";"MARTINS SOARES";"MG"
"31798";"MARUIM";"SE"
"76970";"MARUMBI";"PR"
"94536";"MARZAGAO";"GO"
"37192";"MASCOTE";"BA"
"14613";"MASSAPE";"CE"
"03468";"MASSAPE DO PIAUI";"PI"
"20850";"MASSARANDUBA";"PB"
"82074";"MASSARANDUBA";"SC"
"87432";"MATA";"RS"
"37214";"MATA DE SAO JOAO";"BA"
"27995";"MATA GRANDE";"AL"
"08273";"MATA ROMA";"MA"
"26590";"MATA VERDE";"MG"
"66877";"MATAO";"SP"
"20877";"MATARACA";"PB"
"03174";"MATEIROS";"TO"
"76996";"MATELANDIA";"PR"
"48119";"MATERLANDIA";"MG"
"48135";"MATEUS LEME";"MG"
"54313";"MATHIAS LOBATO";"MG"
"48151";"MATIAS BARBOSA";"MG"
"28975";"MATIAS CARDOSO";"MG"
"11215";"MATIAS OLIMPIO";"PI"
"32956";"MATINA";"BA"
"08290";"MATINHA";"MA"
"04880";"MATINHAS";"PB"
"79634";"MATINHOS";"PR"
"48178";"MATIPO";"MG"
"59315";"MATO CASTELHANO";"RS"
"04901";"MATO GROSSO";"PB"
"60313";"MATO LEITAO";"RS"
"55034";"MATO RICO";"PR"
"48194";"MATO VERDE";"MG"
"08311";"MATOES";"MA"
"01961";"MATOES DO NORTE";"MA"
"82090";"MATOS COSTA";"SC"
"48216";"MATOZINHOS";"MG"
"99279";"MATRINCHA";"GO"
"28010";"MATRIZ DE CAMARAGIBE";"AL"
"99295";"MATUPA";"MT"
"04928";"MATUREIA";"PB"
"48232";"MATUTINA";"MG"
"66893";"MAUA";"SP"
"54593";"MAUA DA SERRA";"PR"
"02615";"MAUES";"AM"
"94579";"MAURILANDIA";"GO"
"01830";"MAURILANDIA DO TOCANTINS";"TO"
"14630";"MAURITI";"CE"
"17493";"MAXARANGUAPE";"RN"
"87459";"MAXIMILIANO DE ALMEIDA";"RS"
"06076";"MAZAGAO";"AP"
"48259";"MEDEIROS";"MG"
"37230";"MEDEIROS NETO";"BA"
"77011";"MEDIANEIRA";"PR"
"05894";"MEDICILANDIA";"PA"
"48275";"MEDINA";"MG"
"82112";"MELEIRO";"SC"
"04898";"MELGACO";"PA"
"58556";"MENDES";"RJ"
"48291";"MENDES PIMENTEL";"MG"
"66915";"MENDONCA";"SP"
"55310";"MERCEDES";"PR"
"48313";"MERCES";"MG"
"66931";"MERIDIANO";"SP"
"14656";"MERUOCA";"CE"
"29831";"MESOPOLIS";"SP"
"48330";"MESQUITA";"MG"
"28037";"MESSIAS";"AL"
"17213";"MESSIAS TARGINO";"RN"
"11231";"MIGUEL ALVES";"PI"
"37257";"MIGUEL CALMON";"BA"
"11258";"MIGUEL LEAO";"PI"
"58572";"MIGUEL PEREIRA";"RJ"
"66958";"MIGUELOPOLIS";"SP"
"14672";"MILAGRES";"CE"
"37273";"MILAGRES";"BA"
"01988";"MILAGRES DO MARANHAO";"MA"
"15970";"MILHA";"CE"
"03484";"MILTON BRANDAO";"PI"
"99317";"MIMOSO DE GOIAS";"GO"
"56677";"MIMOSO DO SUL";"ES"
"96474";"MINACU";"GO"
"28053";"MINADOR DO NEGRAO";"AL"
"57738";"MINAS DO LEAO";"RS"
"48356";"MINAS NOVAS";"MG"
"48372";"MINDURI";"MG"
"94595";"MINEIROS";"GO"
"66974";"MINEIROS DO TIETE";"SP"
"06955";"MINISTRO ANDREAZZA";"RO"
"67016";"MIRA ESTRELA";"SP"
"48399";"MIRABELA";"MG"
"66990";"MIRACATU";"SP"
"58599";"MIRACEMA";"RJ"
"94617";"MIRACEMA DO TOCANTINS";"TO"
"08338";"MIRADOR";"MA"
"77038";"MIRADOR";"PR"
"48410";"MIRADOURO";"MG"
"87475";"MIRAGUAI";"RS"
"48437";"MIRAI";"MG"
"12637";"MIRAIMA";"CE"
"91111";"MIRANDA";"MS"
"12831";"MIRANDA DO NORTE";"MA"
"24856";"MIRANDIBA";"PE"
"67032";"MIRANDOPOLIS";"SP"
"37290";"MIRANGABA";"BA"
"94633";"MIRANORTE";"TO"
"32972";"MIRANTE";"BA"
"06971";"MIRANTE DA SERRA";"RO"
"67059";"MIRANTE DO PARANAPANEMA";"SP"
"77054";"MIRASELVA";"PR"
"67075";"MIRASSOL";"SP"
"91774";"MIRASSOL DOESTE";"MT"
"67091";"MIRASSOLANDIA";"SP"
"06521";"MIRAVANIA";"MG"
"55590";"MIRIM DOCE";"SC"
"08354";"MIRINZAL";"MA"
"84697";"MISSAL";"PR"
"14699";"MISSAO VELHA";"CE"
"04910";"MOCAJUBA";"PA"
"67113";"MOCOCA";"SP"
"82139";"MODELO";"SC"
"48453";"MOEDA";"MG"
"48470";"MOEMA";"MG"
"20893";"MOGEIRO";"PB"
"67130";"MOGI DAS CRUZES";"SP"
"67156";"MOGI-GUACU";"SP"
"67172";"MOGI-MIRIM";"SP"
"94650";"MOIPORA";"GO"
"31810";"MOITA BONITA";"SE"
"04936";"MOJU";"PA"
"14710";"MOMBACA";"CE"
"67199";"MOMBUCA";"SP"
"08370";"MONCAO";"MA"
"67210";"MONCOES";"SP"
"82155";"MONDAI";"SC"
"67237";"MONGAGUA";"SP"
"48496";"MONJOLOS";"MG"
"11274";"MONSENHOR GIL";"PI"
"11290";"MONSENHOR HIPOLITO";"PI"
"48518";"MONSENHOR PAULO";"MG"
"14737";"MONSENHOR TABOSA";"CE"
"20915";"MONTADAS";"PB"
"48534";"MONTALVANIA";"MG"
"56693";"MONTANHA";"ES"
"17531";"MONTANHAS";"RN"
"73873";"MONTAURI";"RS"
"04952";"MONTE ALEGRE";"PA"
"17558";"MONTE ALEGRE";"RN"
"94676";"MONTE ALEGRE DE GOIAS";"GO"
"48550";"MONTE ALEGRE DE MINAS";"MG"
"31836";"MONTE ALEGRE DE SERGIPE";"SE"
"11312";"MONTE ALEGRE DO PIAUI";"PI"
"67253";"MONTE ALEGRE DO SUL";"SP"
"10006";"MONTE ALEGRE DOS CAMPOS";"RS"
"67270";"MONTE ALTO";"SP"
"67296";"MONTE APRAZIVEL";"SP"
"48577";"MONTE AZUL";"MG"
"67318";"MONTE AZUL PAULISTA";"SP"
"48593";"MONTE BELO";"MG"
"59935";"MONTE BELO DO SUL";"RS"
"55611";"MONTE CARLO";"SC"
"48615";"MONTE CARMELO";"MG"
"67334";"MONTE CASTELO";"SP"
"82171";"MONTE CASTELO";"SC"
"17574";"MONTE DAS GAMELEIRAS";"RN"
"94692";"MONTE DO CARMO";"TO"
"06548";"MONTE FORMOSO";"MG"
"20931";"MONTE HOREBE";"PB"
"67377";"MONTE MOR";"SP"
"06858";"MONTE NEGRO";"RO"
"37311";"MONTE SANTO";"BA"
"48631";"MONTE SANTO DE MINAS";"MG"
"00906";"MONTE SANTO DO TOCANTINS";"TO"
"48674";"MONTE SIAO";"MG"
"20958";"MONTEIRO";"PB"
"67350";"MONTEIRO LOBATO";"SP"
"28070";"MONTEIROPOLIS";"AL"
"87491";"MONTENEGRO";"RS"
"08397";"MONTES ALTOS";"MA"
"48658";"MONTES CLAROS";"MG"
"94714";"MONTES CLAROS DE GOIAS";"GO"
"26972";"MONTEZUMA";"MG"
"99333";"MONTIVIDIU";"GO"
"00795";"MONTIVIDIU DO NORTE";"GO"
"14753";"MORADA NOVA";"CE"
"48690";"MORADA NOVA DE MINAS";"MG"
"14770";"MORAUJO";"CE"
"25852";"MOREILANDIA";"PE"
"77070";"MOREIRA SALES";"PR"
"24872";"MORENO";"PE"
"59331";"MORMACO";"RS"
"37338";"MORPARA";"BA"
"77097";"MORRETES";"PR"
"14796";"MORRINHOS";"CE"
"94730";"MORRINHOS";"GO"
"57754";"MORRINHOS DO SUL";"RS"
"67393";"MORRO AGUDO";"SP"
"99350";"MORRO AGUDO DE GOIAS";"GO"
"03506";"MORRO CABECA NO TEMPO";"PI"
"82198";"MORRO DA FUMACA";"SC"
"48712";"MORRO DA GARCA";"MG"
"37354";"MORRO DO CHAPEU";"BA"
"03522";"MORRO DO CHAPEU DO PIAUI";"PI"
"48739";"MORRO DO PILAR";"MG"
"55395";"MORRO GRANDE";"SC"
"73857";"MORRO REDONDO";"RS"
"60194";"MORRO REUTER";"RS"
"08419";"MORROS";"MA"
"37370";"MORTUGABA";"BA"
"67415";"MORUNGABA";"SP"
"94757";"MOSSAMEDES";"GO"
"17590";"MOSSORO";"RN"
"87513";"MOSTARDAS";"RS"
"72630";"MOTUCA";"SP"
"94773";"MOZARLANDIA";"GO"
"04979";"MUANA";"PA"
"03093";"MUCAJAI";"RR"
"14818";"MUCAMBO";"CE"
"37397";"MUCUGE";"BA"
"87530";"MUCUM";"RS"
"37419";"MUCURI";"BA"
"56715";"MUCURICI";"ES"
"10022";"MUITOS CAPOES";"RS"
"59358";"MULITERNO";"RS"
"14834";"MULUNGU";"CE"
"20974";"MULUNGU";"PB"
"32999";"MULUNGU DO MORRO";"BA"
"37435";"MUNDO NOVO";"BA"
"91790";"MUNDO NOVO";"MS"
"96512";"MUNDO NOVO";"GO"
"48755";"MUNHOZ";"MG"
"77119";"MUNHOZ DE MELO";"PR"
"37451";"MUNIZ FERREIRA";"BA"
"56731";"MUNIZ FREIRE";"ES"
"30058";"MUQUEM DO SAO FRANCISCO";"BA"
"56758";"MUQUI";"ES"
"48771";"MURIAE";"MG"
"31852";"MURIBECA";"SE"
"28096";"MURICI";"AL"
"03549";"MURICI DOS PORTELAS";"PI"
"01872";"MURICILANDIA";"TO"
"37478";"MURITIBA";"BA"
"67431";"MURUTINGA DO SUL";"SP"
"37494";"MUTUIPE";"BA"
"48798";"MUTUM";"MG"
"94790";"MUTUNOPOLIS";"GO"
"48810";"MUZAMBINHO";"MG"
"48836";"NACIP RAYDAN";"MG"
"08044";"NANTES";"SP"
"48852";"NANUQUE";"MG"
"87556";"NAO-ME-TOQUE";"RS"
"06564";"NAQUE";"MG"
"67458";"NARANDIBA";"SP"
"17612";"NATAL";"RN"
"06580";"NATALANDIA";"MG"
"48879";"NATERCIA";"MG"
"58610";"NATIVIDADE";"RJ"
"94811";"NATIVIDADE";"TO"
"67474";"NATIVIDADE DA SERRA";"SP"
"20990";"NATUBA";"PB"
"82210";"NAVEGANTES";"SC"
"91138";"NAVIRAI";"MS"
"37516";"NAZARE";"BA"
"94838";"NAZARE";"TO"
"24899";"NAZARE DA MATA";"PE"
"11339";"NAZARE DO PIAUI";"PI"
"67490";"NAZARE PAULISTA";"SP"
"48895";"NAZARENO";"MG"
"21016";"NAZAREZINHO";"PB"
"94854";"NAZARIO";"GO"
"31879";"NEOPOLIS";"SE"
"48917";"NEPOMUCENO";"MG"
"94870";"NEROPOLIS";"GO"
"67512";"NEVES PAULISTA";"SP"
"02631";"NHAMUNDA";"AM"
"67539";"NHANDEARA";"SP"
"59374";"NICOLAU VERGUEIRO";"RS"
"37532";"NILO PECANHA";"BA"
"58637";"NILOPOLIS";"RJ"
"08435";"NINA RODRIGUES";"MA"
"06602";"NINHEIRA";"MG"
"91154";"NIOAQUE";"MS"
"67555";"NIPOA";"SP"
"94897";"NIQUELANDIA";"GO"
"17639";"NISIA FLORESTA";"RN"
"58653";"NITEROI";"RJ"
"91170";"NOBRES";"MT"
"87572";"NONOAI";"RS"
"39799";"NORDESTINA";"BA"
"03115";"NORMANDIA";"RR"
"91197";"NORTELANDIA";"MT"
"31356";"NOSSA SENHORA APARECIDA";"SE"
"31895";"NOSSA SENHORA DA GLORIA";"SE"
"31917";"NOSSA SENHORA DAS DORES";"SE"
"77135";"NOSSA SENHORA DAS GRACAS";"PR"
"31933";"NOSSA SENHORA DE LOURDES";"SE"
"03565";"NOSSA SENHORA DE NAZARE";"PI"
"91219";"NOSSA SENHORA DO LIVRAMENTO";"MT"
"31950";"NOSSA SENHORA DO SOCORRO";"SE"
"11355";"NOSSA SENHORA DOS REMEDIOS";"PI"
"67571";"NOVA ALIANCA";"SP"
"77151";"NOVA ALIANCA DO IVAI";"PR"
"73830";"NOVA ALVORADA";"RS"
"01430";"NOVA ALVORADA DO SUL";"MS"
"94919";"NOVA AMERICA";"GO"
"77178";"NOVA AMERICA DA COLINA";"PR"
"91235";"NOVA ANDRADINA";"MS"
"87599";"NOVA ARACA";"RS"
"79650";"NOVA AURORA";"PR"
"94935";"NOVA AURORA";"GO"
"01171";"NOVA BANDEIRANTES";"MT"
"87610";"NOVA BASSANO";"RS"
"06629";"NOVA BELEM";"MG"
"59536";"NOVA BOA VISTA";"RS"
"89818";"NOVA BRASILANDIA";"MT"
"00418";"NOVA BRASILANDIA DOESTE";"RO"
"87637";"NOVA BRESCIA";"RS"
"30619";"NOVA CAMPINA";"SP"
"37559";"NOVA CANAA";"BA"
"98892";"NOVA CANAA DO NORTE";"MT"
"29858";"NOVA CANAA PAULISTA";"SP"
"10049";"NOVA CANDELARIA";"RS"
"77194";"NOVA CANTU";"PR"
"08060";"NOVA CASTILHO";"SP"
"02003";"NOVA COLINAS";"MA"
"96539";"NOVA CRIXAS";"GO"
"17655";"NOVA CRUZ";"RN"
"48933";"NOVA ERA";"MG"
"82236";"NOVA ERECHIM";"SC"
"77216";"NOVA ESPERANCA";"PR"
"03913";"NOVA ESPERANCA DO PIRIA";"PA"
"54771";"NOVA ESPERANCA DO SUDOESTE";"PR"
"73814";"NOVA ESPERANCA DO SUL";"RS"
"67598";"NOVA EUROPA";"SP"
"30074";"NOVA FATIMA";"BA"
"77232";"NOVA FATIMA";"PR"
"21032";"NOVA FLORESTA";"PB"
"58670";"NOVA FRIBURGO";"RJ"
"96555";"NOVA GLORIA";"GO"
"67610";"NOVA GRANADA";"SP"
"01210";"NOVA GUARITA";"MT"
"67636";"NOVA GUATAPORANGA";"SP"
"73792";"NOVA HARTZ";"RS"
"30090";"NOVA IBIA";"BA"
"58696";"NOVA IGUACU";"RJ"
"00876";"NOVA IGUACU DE GOIAS";"GO"
"67652";"NOVA INDEPENDENCIA";"SP"
"08451";"NOVA IORQUE";"MA"
"00566";"NOVA IPIXUNA";"PA"
"55891";"NOVA ITABERABA";"SC"
"37575";"NOVA ITARANA";"BA"
"10405";"NOVA LACERDA";"MT"
"54798";"NOVA LARANJEIRAS";"PR"
"48950";"NOVA LIMA";"MG"
"77259";"NOVA LONDRINA";"PR"
"67679";"NOVA LUZITANIA";"SP"
"01031";"NOVA MARILANDIA";"MT"
"01112";"NOVA MARINGA";"MT"
"48976";"NOVA MODICA";"MG"
"01198";"NOVA MONTE VERDE";"MT"
"99376";"NOVA MUTUM";"MT"
"67695";"NOVA ODESSA";"SP"
"79677";"NOVA OLIMPIA";"PR"
"98930";"NOVA OLIMPIA";"MT"
"14850";"NOVA OLINDA";"CE"
"21059";"NOVA OLINDA";"PB"
"96636";"NOVA OLINDA";"TO"
"02020";"NOVA OLINDA DO MARANHAO";"MA"
"02658";"NOVA OLINDA DO NORTE";"AM"
"59919";"NOVA PADUA";"RS"
"87653";"NOVA PALMA";"RS"
"21075";"NOVA PALMEIRA";"PB"
"87670";"NOVA PETROPOLIS";"RS"
"48992";"NOVA PONTE";"MG"
"06645";"NOVA PORTEIRINHA";"MG"
"87696";"NOVA PRATA";"RS"
"79952";"NOVA PRATA DO IGUACU";"PR"
"10065";"NOVA RAMADA";"RS"
"30112";"NOVA REDENCAO";"BA"
"49018";"NOVA RESENDE";"MG"
"94951";"NOVA ROMA";"GO"
"73776";"NOVA ROMA DO SUL";"RS"
"97217";"NOVA ROSALANDIA";"TO"
"14877";"NOVA RUSSAS";"CE"
"54577";"NOVA SANTA BARBARA";"PR"
"57576";"NOVA SANTA RITA";"RS"
"03700";"NOVA SANTA RITA";"PI"
"79790";"NOVA SANTA ROSA";"PR"
"49034";"NOVA SERRANA";"MG"
"37591";"NOVA SOURE";"BA"
"99139";"NOVA TEBAS";"PR"
"04995";"NOVA TIMBOTEUA";"PA"
"82252";"NOVA TRENTO";"SC"
"10421";"NOVA UBIRATA";"MT"
"47317";"NOVA UNIAO";"MG"
"00108";"NOVA UNIAO";"RO"
"56774";"NOVA VENECIA";"ES"
"82279";"NOVA VENEZA";"SC"
"94978";"NOVA VENEZA";"GO"
"37613";"NOVA VICOSA";"BA"
"91952";"NOVA XAVANTINA";"MT"
"29793";"NOVAIS";"SP"
"94994";"NOVO ACORDO";"TO"
"02011";"NOVO AIRAO";"AM"
"97039";"NOVO ALEGRE";"TO"
"02674";"NOVO ARIPUANA";"AM"
"59854";"NOVO BARREIRO";"RS"
"95010";"NOVO BRASIL";"GO"
"10081";"NOVO CABRAIS";"RS"
"49050";"NOVO CRUZEIRO";"MG"
"10588";"NOVO GAMA";"GO"
"87718";"NOVO HAMBURGO";"RS"
"30139";"NOVO HORIZONTE";"BA"
"55913";"NOVO HORIZONTE";"SC"
"67717";"NOVO HORIZONTE";"SP"
"99031";"NOVO HORIZONTE DO NORTE";"MT"
"06890";"NOVO HORIZONTE DO OESTE";"RO"
"01597";"NOVO HORIZONTE DO SUL";"MS"
"55174";"NOVO ITACOLOMI";"PR"
"03212";"NOVO JARDIM";"TO"
"28118";"NOVO LINO";"AL"
"60577";"NOVO MACHADO";"RS"
"10448";"NOVO MUNDO";"MT"
"14893";"NOVO ORIENTE";"CE"
"06661";"NOVO ORIENTE DE MINAS";"MG"
"11371";"NOVO ORIENTE DO PIAUI";"PI"
"97357";"NOVO PLANALTO";"GO"
"06335";"NOVO PROGRESSO";"PA"
"06297";"NOVO REPARTIMENTO";"PA"
"03581";"NOVO SANTO ANTONIO";"PI"
"98671";"NOVO SAO JOAQUIM";"MT"
"59730";"NOVO TIRADENTES";"RS"
"30155";"NOVO TRIUNFO";"BA"
"06688";"NOVORIZONTE";"MG"
"67733";"NUPORANGA";"SP"
"05010";"OBIDOS";"PA"
"12653";"OCARA";"CE"
"67750";"OCAUCU";"SP"
"11398";"OEIRAS";"PI"
"05037";"OEIRAS DO PARA";"PA"
"06092";"OIAPOQUE";"AP"
"49077";"OLARIA";"MG"
"67776";"OLEO";"SP"
"21091";"OLHO DAGUA";"PB"
"08478";"OLHO DAGUA DAS CUNHAS";"MA"
"28134";"OLHO DAGUA DAS FLORES";"AL"
"17671";"OLHO DAGUA DO BORGES";"RN"
"28150";"OLHO DAGUA DO CASADO";"AL"
"03603";"OLHO DAGUA DO PIAUI";"PI"
"28177";"OLHO DAGUA GRANDE";"AL"
"06700";"OLHOS-DAGUA";"MG"
"67792";"OLIMPIA";"SP"
"49093";"OLIMPIO NORONHA";"MG"
"24910";"OLINDA";"PE"
"02046";"OLINDA NOVA DO MARANHAO";"MA"
"37630";"OLINDINA";"BA"
"21113";"OLIVEDOS";"PB"
"49115";"OLIVEIRA";"MG"
"00922";"OLIVEIRA DE FATIMA";"TO"
"37656";"OLIVEIRA DOS BREJINHOS";"BA"
"49131";"OLIVEIRA FORTES";"MG"
"28193";"OLIVENCA";"AL"
"49158";"ONCA DE PITANGUI";"MG"
"67814";"ONDA VERDE";"SP"
"06726";"ORATORIOS";"MG"
"67830";"ORIENTE";"SP"
"67857";"ORINDIUVA";"SP"
"05053";"ORIXIMINA";"PA"
"06742";"ORIZANIA";"MG"
"95036";"ORIZONA";"GO"
"67873";"ORLANDIA";"SP"
"82295";"ORLEANS";"SC"
"24937";"OROBO";"PE"
"24953";"OROCO";"PE"
"14915";"OROS";"CE"
"77275";"ORTIGUEIRA";"PR"
"67890";"OSASCO";"SP"
"67911";"OSCAR BRESSANE";"SP"
"87734";"OSORIO";"RS"
"67938";"OSVALDO CRUZ";"SP"
"83976";"OTACILIO COSTA";"SC"
"05070";"OUREM";"PA"
"37672";"OURICANGAS";"BA"
"24970";"OURICURI";"PE"
"05916";"OURILANDIA DO NORTE";"PA"
"67954";"OURINHOS";"SP"
"77291";"OURIZONA";"PR"
"82317";"OURO";"SC"
"17698";"OURO BRANCO";"RN"
"28215";"OURO BRANCO";"AL"
"49174";"OURO BRANCO";"MG"
"49190";"OURO FINO";"MG"
"49212";"OURO PRETO";"MG"
"00175";"OURO PRETO DO OESTE";"RO"
"21130";"OURO VELHO";"PB"
"57410";"OURO VERDE";"SC"
"67970";"OURO VERDE";"SP"
"95052";"OURO VERDE DE GOIAS";"GO"
"49239";"OURO VERDE DE MINAS";"MG"
"99651";"OURO VERDE DO OESTE";"PR"
"08087";"OUROESTE";"SP"
"30171";"OUROLANDIA";"BA"
"95079";"OUVIDOR";"GO"
"67997";"PACAEMBU";"SP"
"05932";"PACAJA";"PA"
"10723";"GAMELEIRA DE GOIAS";"GO"
"14931";"PACAJUS";"CE"
"00345";"PACARAIMA";"RR"
"14958";"PACATUBA";"CE"
"31976";"PACATUBA";"SE"
"08494";"PACO DO LUMIAR";"MA"
"14974";"PACOTI";"CE"
"14990";"PACUJA";"CE"
"95095";"PADRE BERNARDO";"GO"
"06769";"PADRE CARVALHO";"MG"
"11436";"PADRE MARCOS";"PI"
"49255";"PADRE PARAISO";"MG"
"11452";"PAES LANDIM";"PI"
"06785";"PAI PEDRO";"MG"
"09288";"PAIAL";"SC"
"77313";"PAICANDU";"PR"
"87750";"PAIM FILHO";"RS"
"49271";"PAINEIRAS";"MG"
"09300";"PAINEL";"SC"
"49298";"PAINS";"MG"
"49310";"PAIVA";"MG"
"03620";"PAJEU DO PIAUI";"PI"
"28231";"PALESTINA";"AL"
"68012";"PALESTINA";"SP"
"97373";"PALESTINA DE GOIAS";"GO"
"03794";"PALESTINA DO PARA";"PA"
"15016";"PALHANO";"CE"
"82333";"PALHOCA";"SC"
"49336";"PALMA";"MG"
"82350";"PALMA SOLA";"SC"
"15032";"PALMACIA";"CE"
"24996";"PALMARES";"PE"
"89672";"PALMARES DO SUL";"RS"
"68039";"PALMARES PAULISTA";"SP"
"77330";"PALMAS";"PR"
"97330";"PALMAS";"TO"
"37699";"PALMAS DE MONTE ALTO";"BA"
"77356";"PALMEIRA";"PR"
"09326";"PALMEIRA";"SC"
"87777";"PALMEIRA DAS MISSOES";"RS"
"11479";"PALMEIRA DO PIAUI";"PI"
"68055";"PALMEIRA DOESTE";"SP"
"28258";"PALMEIRA DOS INDIOS";"AL"
"11495";"PALMEIRAIS";"PI"
"08516";"PALMEIRANDIA";"MA"
"01899";"PALMEIRANTE";"TO"
"37710";"PALMEIRAS";"BA"
"95117";"PALMEIRAS DE GOIAS";"GO"
"01856";"PALMEIRAS DO TOCANTINS";"TO"
"25011";"PALMEIRINA";"PE"
"96490";"PALMEIROPOLIS";"TO"
"95133";"PALMELO";"GO"
"95150";"PALMINOPOLIS";"GO"
"68071";"PALMITAL";"SP"
"77372";"PALMITAL";"PR"
"87793";"PALMITINHO";"RS"
"82376";"PALMITOS";"SC"
"26611";"PALMOPOLIS";"MG"
"77399";"PALOTINA";"PR"
"95176";"PANAMA";"GO"
"87815";"PANAMBI";"RS"
"56790";"PANCAS";"ES"
"25038";"PANELAS";"PE"
"68098";"PANORAMA";"SP"
"73750";"PANTANO GRANDE";"RS"
"28274";"PAO DE ACUCAR";"AL"
"49379";"PAPAGAIOS";"MG"
"82392";"PAPANDUVA";"SC"
"03646";"PAQUETA";"PI"
"49417";"PARA DE MINAS";"MG"
"58718";"PARACAMBI";"RJ"
"49395";"PARACATU";"MG"
"15059";"PARACURU";"CE"
"05096";"PARAGOMINAS";"PA"
"49433";"PARAGUACU";"MG"
"68110";"PARAGUACU PAULISTA";"SP"
"87831";"PARAI";"RS"
"58734";"PARAIBA DO SUL";"RJ"
"08532";"PARAIBANO";"MA"
"68136";"PARAIBUNA";"SP"
"15997";"PARAIPABA";"CE"
"57479";"PARAISO";"SC"
"68152";"PARAISO";"SP"
"77410";"PARAISO DO NORTE";"PR"
"73733";"PARAISO DO SUL";"RS"
"95192";"PARAISO DO TOCANTINS";"TO"
"49450";"PARAISOPOLIS";"MG"
"15075";"PARAMBU";"CE"
"37737";"PARAMIRIM";"BA"
"15091";"PARAMOTI";"CE"
"17710";"PARANA";"RN"
"95214";"PARANA";"TO"
"77437";"PARANACITY";"PR"
"77453";"PARANAGUA";"PR"
"91251";"PARANAIBA";"MS"
"94552";"PARANAIGUARA";"GO"
"98850";"PARANAITA";"MT"
"68179";"PARANAPANEMA";"SP"
"77470";"PARANAPOEMA";"PR"
"68195";"PARANAPUA";"SP"
