uniid;uniunidade;unilotacao;unisigla;unittucodigo;uniunidaderesponsavel;unidenominacao;uniendereco;unimunicipio;unicep;unitelefone;uniemail;unilocal;unilatitude;unilongitude;unihelicoptero;unitexto
407;060700;0401     ;6ªSR/SP        ;1;400;DEL.07 - Delegacia de Ubatuba;Rua Jango Teixeira, 350 - Sumaré;72095;11680000;12 3832-3247 / Fax: 12 3832-3247;del07sp.sp@dprf.gov.br;6443;-23.437444;-45.087306;N;OK 
408;060800;0403     ;6ªSR/SP        ;1;400;DEL.08 - Delegacia de Cachoeira Paulista;Rua Antonio Sacilotti Filho, 380 - Alto B. Vista.;62731;12630000;(12)3101-2815/3101-2820;del08.sp@dprf.gov.br;6443;-22.666889;-45.003222;N;OK 
409;060900;0405     ;6ªSR/SP        ;1;400;DEL.09 - Delegacia de  São José do Rio Preto;BR-153, Km 059 ? Vila Militar;70971;15053000;17 3225-8828 / Fax: 17 3224-4647;del09sp.sp@dprf.gov.br;36252;-20.792750;-49.355417;N;OK 
410;061000;0407     ;6ªSR/SP        ;1;400;DEL.10 - Delegacia de Marília;BR-153, Km 259;66818;17500971;14 3417-7588 / 3451-1044 / Fax: 14 3417-2499;del10sp.sp@dprf.gov.br;61640;-22.268167;-49.923833;N;OK 
411;080000;0470     ;8ªSR/SC        ;4;111;8ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Rua Álvaro Mullen da Silveira, 104 - Centro;81051;88020180;(48)3251-3200/5048-0100;nutel.sc@dprf.gov.br;6443;-27.601189;-48.549094;N;(null)
412;080100;0489     ;8ªSR/SC        ;1;411;DEL.01 - São José;BR-101, Km 204;83275;        ;(48) 3246-8177, 3246-1839;del01.sc@dprf.gov.br;1003357;S 27G 35M ;W 48G 35M ;N;
413;080200;0491     ;8ªSR/SC        ;1;411;DEL.02 - Tubarão;BR-101, Km 336;83674;88708352;(48) 3622-1737 e 3622-3214;del02.sc@dprf.gov.br;36272;S 28G 28M ;W 49G 1M 3;N;
414;080300;0493     ;8ªSR/SC        ;1;411;DEL.03 - Joinville;BR-101, Km 039;81795;89214000;(47) 3453-0611 e 3453-1512 (fax);del03.sc@dprf.gov.br;36275;S 26G 18M ;W 48G 53M ;N;
415;080400;0495     ;8ªSR/SC        ;1;411;DEL.04 - Rio do Sul;BR-470, Km 141;82910;89160000;(47) 3525-1351 e 3525-1234;del04.sc@dprf.gov.br;36279;S 27G 12M ;W 49G 37M ;N;
416;080500;0497     ;8ªSR/SC        ;1;411;DEL.05 - Lages;Rua Getulio Vargas, 515 - Bairro Conta Dinheiro;81833;88508620;(49) 3232-0271 e 3223-0236;del05.sc@dprf.gov.br;6443;S 23G 3M 4;W 54G 12M ;N;
417;080600;0499     ;8ªSR/SC        ;1;411;DEL.06 - Delegacia de Mafra;Av. Cel. José Severiano Maia nº 1.111;81990;89300000;(47) 3642-0411 e 3642-0790;del06.sc@dprf.gov.br;6443;S 23G 3M 4;W 54G 12M ;N;
418;080700;0501     ;8ªSR/SC        ;1;411;DEL.07 - Joaçaba;BR-282, Km 388;81779;89600000;(49) 3522-3777 e 3522-3936;del07.sc@dprf.gov.br;36286;S 27G 10M ;W 51G 33M ;N;
420;170000;0880     ;17ªSR/PI       ;4;111;17ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Av. João XXIII  n.º 1516   B. dos Noivos;12190;64045000;(86) 3232-1142/0411;sup.pi@dprf.gov.br;6443;-5.0813890;-42.784667;N;
421;170100;0899     ;17ªSR/PI       ;1;420;DEL.01 - Teresina;BR-343, Km 338;12190;64000000;(86) 3234-9275;del01.pi@dprf.gov.br;36961;-5.0627640;-42.703461;N;
422;170200;0901     ;17ªSR/PI       ;1;420;DEL.02 - Piripiri;BR-343, Km 191;11673;64260000;(86) 3276-1399;del02.pi@dprf.gov.br;36955;-4.3150000;-41.777875;N;Na pista central da Rodovia em frente ao posto
423;170300;0903     ;17ªSR/PI       ;1;420;DEL.03 - Floriano;BR 343, km 587;10774;64800000;(89) 3522-2199;del03.pi@dprf.gov.br;150391;-6.8042860;-43.050767;N;Na pista central da Rodovia em frente ao posto
424;170400;0905     ;17ªSR/PI       ;1;420;DEL.04 - Picos;BR-316, Km 292;11592;64600000;(89) 3421-9022;del04.pi@dprf.gov.br;6443;-7.0737000;-41.440417;N;Na pista central da Rodovia em frente ao posto
425;170500;0907     ;17ªSR/PI       ;1;420;DEL.05 - Parnaíba;BR- 343, km 08;11533;        ;(86) 3323-4994;del05.pi@dprf.gov.br;36325;-2.8897000;-41.726183;N;
426;190000;0960     ;19ªSR/PA       ;4;111;19ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Travessa D. Pedro I, nº 52  Bairro  Umarizal;27154;66050100;(91) 3242-4045;sup.pa@dprf.gov.br;6443;          ;          ;N;
427;190100;0979     ;19ªSR/PA       ;1;426;DEL.01 - Benevides;BR- 316, KM  20;04294;68795970;(91) 3724-2039;del01.pa@dprf.gov.br;18171;-1.3649170;-48.272653;N;
428;190200;0981     ;19ªSR/PA       ;1;426;DEL.02 - Ipixuna;BR- 010, KM 229;06211;68637000;(91) 3811-1153 / 1154;del02.pa@dprf.gov.br;36333;-2.4237810;-47.518292;N;Existe um campo de futebol próximo ao posto que permite pouso.
429;190300;0983     ;19ªSR/PA       ;1;426;DEL.03 - Marabá;BR- 230, KM 108;04839;68502700;(94) 3322-5004;del03.pa@dprf.gov.br;58896;-5.3731970;-49.028100;N;Existe áreas rurais em frente e ao lado com espaço para pouso
431;190500;0987     ;19ªSR/PA       ;1;426;DEL.05 - Santarém;BR- 163, KM 10;05355;68100000;(93) 3524-1705;del05.pa@dprf.gov.br;33561;-2.5048190;-54.727678;N;
432;070600;0449     ;7ªSR/PR        ;1;317;DEL.06 - Delegacia de Guaíra;BR 163, Guaíra;75710;85980000;(44)3642-5554/5041-0600/5041-0602;del06.pr@dprf.gov.br;644806;          ;          ;N;(null)
433;041001;0287     ;4ªSR/MG        ;5;381;DEL.10/PST.01 - Posto Pouso Alegre;BR-381, Km 794;50490;37555000;(35)3429-8191;del10p01.mg@dprf.gov.br;17552;-22.397222;-45.960000;N;Existe a possibilidade de pouso mas o local não está demarcado.
434;041002;0287     ;4ªSR/MG        ;5;381;DEL.10/PST.02 - Posto Três Corações;BR-381, Km 702;53856;37410000;35 3273-0019;del10p02.mg@dprf.gov.br;25573;-21.690278;-45.349444;N;Não conseguir as informações necessárias, pois os telefones do posto estão com defeitos. 
435;041003;0287     ;4ªSR/MG        ;5;381;DEL.10/PST.03 - Posto Itapeva;BR-381, Km 915;46710;37655000;35 3434-1564;del10p03.mg@dprf.gov.br;27323;-22.768611;-46.209722;N;Não conseguir entrar em contado com o posto.
446;080401;0495     ;8ªSR/SC        ;5;415;DEL.04/PST.01 - Posto Blumenau;BR-470, Km 135;80470;89160000;(47) 3338-3889 e 3338-2376;del04p02.sc@dprf.gov.br;43923;S 27G 10M ;W 49G 34M ;N;
447;080402;0495     ;8ªSR/SC        ;5;415;DEL.04/PST.02 - Posto Rio do Sul;BR-470, Km 053;82910;89058020;(47) 3525-0976 e 3525-2846;del04p01.sc@dprf.gov.br;43922;S 26G 51M ;W 49G 5M 3;N;
448;030001;0201     ;3ªSR/MS        ;9;48;CIOP - MS;Rua Antônia Maria Coelho;90514;79020908;(67)3320-3600;ciop.ms@dprf.gov.br;30802;          ;          ;N;Há um grande patio para pouso.
449;080001;0471     ;8ªSR/SC        ;9;411;CIOP - SC;Rua Felipe Neves, 413, Bairro Canto;81051;88070760;(48) 3389-8038 e 3288-0250;ciop.sc@dprf.gov.br;1003357;S 27G 35M ;W 48G 35M ;N;
450;080002;0472     ;8ªSR/SC        ;7;411;NOE - SC;BR-101, Km 206 Bairro Barreiros;81051;88117400;(48)3246-9262;noe.sc@dprf.gov.br;36270;          ;          ;N;(null)
451;210101;1059     ;21ªSR/RO       ;5;78;DEL.01/PST.01 - Porto Velho 01;BR-364, Km 698;00035;76800000;(69) 3225-7591;del01p01.ro@dprf.gov.br;23276;S 9G 5M 46;W 64G 5M 3;N;
453;210103;1059     ;21ªSR/RO       ;5;78;DEL.01/PST.03 - Itapuã do Oeste;BR-364, Km 600;00078;76861000;(69) 3231-2340;del01p03.ro@dprf.gov.br;23276;-9.2202780;-63.171667;N;
454;210104;1059     ;21ªSR/RO       ;5;78;DEL.01/PST.04 - Ariquemes;BR-364, Km 520;00078;76861000;(69) 3535-2451;del01p04.ro@dprf.gov.br;23276;-9.8811110;-63.040556;N;
455;210001;1041     ;21ªSR/RO       ;8;63;Seção de Policiamento e Fiscalização;Av. Pinheiro Machado, 1276, centro;00035;76801112;(69) 3211-7840;spf.ro@dprf.gov.br;25588;          ;          ;N;
456;210002;1042     ;21ªSR/RO       ;7;63;NOE - RO;Av. Pinheiro Machado, 1276, centro;00035;76801112;(69) 3211-7860;noe.ro@dprf.gov.br;25588;          ;          ;N;
457;210003;1042     ;21ªSR/RO       ;7;63;CIOP - RO;Av. Pinheiro Machad, 1276, centro;00035;76801112;(69) 3211-7890;ciop.ro@dprf.gov.br;25588;          ;          ;N;
458;210004;1058     ;21ªSR/RO       ;7;63;Núcleo de Inteligência;Av. Pinheiro Machado, 1276, centro;00035;76801112;(69) 3211-7835;nuit.ro@dprf.gov.br;25588;          ;          ;N;
459;080101;0489     ;8ªSR/SC        ;5;412;DEL.01/PST.01 - Posto Biguaçu;BR 101, km 109;80454;88160000;(48) 3251-3352, 3285-4541;del01p01.sc@dprf.gov.br;50753;S 27G 28M ;W 48G 38M ;N;
460;080102;0489     ;8ªSR/SC        ;5;412;DEL.01/PST.02 - Posto Palhoça;BR 101, km 221;82333;88130000;(48) 3251-3353 e 3283-5624;del01p02.sc@dprf.gov.br;856506;S 27G 41M ;W 48G 39M ;N;
461;080403;0489     ;8ªSR/SC        ;5;415;DEL.04/PST.03 - Posto Itapema;BR 101, km 143;81639;        ;(47) 3368-2931 e 3368-2930;del01p03.sc@dprf.gov.br;51614;S 27G 3M 5;W 48G 35M ;N;
462;080103;0489     ;8ªSR/SC        ;5;412;DEL.01/PST.03 - Posto Rancho Queimado;BR-282, Km 057;82813;        ;(48) 3275-0302 e 3275-0427;del01p04.sc@dprf.gov.br;51616;S 27G 41M ;W 49G 2M 4;N;
463;310001;1081     ;1ºDR/DF        ;5;241;PST.01 - Posto Alfa;BR-040, KM  001;97012;72433000;(61) 3394-3001;dist01p01.df@dprf.gov.br;6822;-15.982300;-47.988600;S;Nas laterais do posto com área pavimentada
464;310002;1081     ;1ºDR/DF        ;5;241;PST.02 - Posto Sipaúba;BR- 040, KM 087;93254;73850000;(61) 3504-0023;dist01p03.df@dprf.gov.br;51657;-16.713583;-47.669939;N;Área pavimentada em frente ao posto PRF.
465;310003;1081     ;1ºDR/DF        ;5;241;PST.03 - Posto Zazur Pacheco;BR- 060, KM  13;97012;70000000;(61) 3500-0034;dist01p02.df@dprf.gov.br;8232;-16.540350;-47.687542;N;Espaço nas laterais do posto
466;310004;1081     ;1ºDR/DF        ;5;241;PST.04 - Posto Formosa;BR- 020, KM  12;93610;73800000;(61) 3503-5019 / 3631-6472;dist01p04.df@dprf.gov.br;180828;-15.566917;-47.246667;N;Pátio aberto no fundo do prédio
467;310005;1081     ;1ºDR/DF        ;5;241;PST.05 - Posto Alvorada do Norte;BR- 020, KM 175;92150;73950000;62 3429-0002;dist01p05.df@dprf.gov.br;260517;-14.513900;-46.523700;N;
468;100201;0601     ;10ªSR/BA       ;5;255;DEL.02/PST.01 - Feira Sul;BR-116, Km 463;35157;        ;75 - 3226-1455;del02.p01.ba@dprf.gov.br;111660;-12.368100;-39.023700;N;Há uma área ampla para pouso de aeronave no pátio do posto sem sinalização. 
469;100202;0601     ;10ªSR/BA       ;5;255;DEL.02/PST.02 - Feira Norte;BR-116, Km 451;35157;44031460;75 - 3226-1455;del02.p02.ba@dprf.gov.br;250526;-12.172500;-38.970800;N;Não tem espaço para pouso de aeronave é utilizado o pátio da PM que está localizado em frente ao posto.
470;100301;0603     ;10ªSR/BA       ;5;271;DEL.03/PST.01 - Jequié;BR-116, Km 713;36617;        ;(73)3525-3000;del03.p01.ba@dprf.gov.br;24883;-13.874408;-40.040100;N;Há uma área verde para pouso de helictero.
471;100302;0603     ;10ªSR/BA       ;5;271;DEL.03/PST.02 - Milagres;BR-116, Km 579;37273;        ;(75)3545-2142;del03.p02.ba@dprf.gov.br;55027;-12.856000;-39.847900;N;Há um carteiro central para pouso de aeronova sem sinalização
472;100401;0605     ;10ª/SR/BA      ;5;272;DEL.04/PST.01 - Senhor do Bonfim;BR-407, Km 117;39012;48970000;(74)3544-2079;del04.p01.ba@dprf.gov.br;24886;-10.399400;-40.174700;N;Há um espaço no pátio sem sinalização
473;100402;0605     ;10ªSR/BA       ;5;272;DEL.04/PST.02 - Capim Grosso;BR-324, Km 359;30830;        ;74 3651 - 1215;del04.p02.ba@dprf.gov.br;55043;-11.388917;-39.987947;N;Há uma área verde para pouso de aeronave mais não sinalizada.
474;100501;0607     ;10ªSR/BA       ;5;273;DEL.05/PST.01 - Itabuna;BR 101, km 508;35971;45601560;(73)3613-6515;del05.p01.ba@dprf.gov.br;21052;-14.770600;-39.292400;N;Há uma área verde para pouso de aeronave mais não sinalizada.
475;100502;0607     ;10ªSR/BA       ;5;273;DEL.05/PST.02 - Camacan;BR-101, Km 593;34118;45880000;(73)3283-1613- via rádio;del05.p02.ba@dprf.gov.br;9243;-15.458361;-39.444200;N;Há uma área verde para pouso de aeronave mais não sinalizada.
476;100503;0607     ;10ªSR/BA       ;5;273;DEL.05/PST.03 - Gandu;BR 101, km 365;35238;45450000;73 3254 1861;del05.p03.ba@dprf.gov.br;55068;-13.765500;-39.491200;N;Há uma área verde para pouso de aeronave mais não sinalizada.
744;150004;0805     ;15ªSR/RN       ;7;256;15ª SRPRF/RN ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;AV. NASCIMENTO DE CASTRO, 1540, LAGOA NOVA;17612;59056450;(84) 4009-1560/1561/1562;nuram.rn@dprf.gov.br;24839;          ;          ;N;
477;100601;0609     ;10ªSR/BA       ;5;274;DEL.06/PST.01 - Seabra;BR 242, km 280;38970;        ;(75)3331-2324;del06.p01.ba@dprf.gov.br;24888;-12.467300;-41.743900;N;Há uma área verde para pouso de aeronave não sinalizada.
478;100603;0609     ;10ªSR/BA       ;5;274;DEL.06/PST.03 - Ibotirama;BR 242, km 112;35955;        ;(77)3698-1081;del06.p03.ba@dprf.gov.br;55163;S 12G 10M ;W 43G 11M ;N;Há uma área verde para pouso de aeronave não sinalizada.
479;100602;0609     ;10ªSR/BA       ;5;274;DEL.06/PST.02 - Itaberaba;BR-242, Km 376;35653;        ;(75)3251-3799;del06.p02.ba@dprf.gov.br;55165;S 12G 27M ;W 40G 16M ;N;Há uma área verde para pouso de aeronave não sinalizada.
480;100701;0611     ;10ªSR/BA       ;5;275;DEL.07/PST.01 - Paulo Afonso;BR-110, Km 002;37818;        ;(75)3692-1060;del07.p01.ba@dprf.gov.br;838687;-9.4504280;-38.202075;N;Há uma área verde para pouso de aeronave não sinalizada.
481;100702;0611     ;10ªSR/BA       ;5;275;DEL.07/PST.02 - Ribeira  do Pombal;BR 110, km 175;38334;        ;(75)3276-1954;del07.p02.ba@dprf.gov.br;55171;-10.813800;-38.529500;N;Há uma área verde para pouso de aeronave não sinalizada.
482;100801;0613     ;10ªSR/BA       ;5;276;DEL.08/PST.01 - Vitória da Conquista;BR-116, Km 866;39659;45025710;(77)3424-3529;del08.p01.ba@dprf.gov.br;55172;-14.911400;-40.875000;N;É possível pousar helictero, mais necessitando de fechar às 02(duas) pistas.  
483;100802;0613     ;10ªSR/BA       ;5;276;DEL.08/PST.02 - Poções;BR-116, Km 791;38032;45260000;(77)3431-1526;del08.p02.ba@dprf.gov.br;73727;-14.514700;-40.370000;N;É possível pousar helictero, mais necessitando de fechar às 02(duas) pistas.  
484;100803;0613     ;10ªSR/BA       ;5;276;DEL.08/PST.03 - Divisa BA/MG;BR-116, Km 968;35076;        ;(77)3424-4987;del08.p03.ba@dprf.gov.br;55176;-15.685000;-41.325600;N;É possível pousar helictero, mais necessitando de fechar às 02(duas) pistas.  
485;100901;0615     ;10ªSR/BA       ;5;277;DEL.09/PST.01 - Eunápolis;BR-101, Km 717;31178;        ;(73)3281-2865;del09.p01.ba@dprf.gov.br;9014;-16.444200;-39.583800;N;não tem espaço para pouso de aeronave 
486;100902;0615     ;10ªSR/BA       ;5;277;DEL.09/PST.02 - Itamaraju;BR 101, km 801;36137;        ;(73)3294-1299;del09.p02.ba@dprf.gov.br;55182;-17.009900;-39.546000;N;não tem espaço para pouso de aeronave 
487;100903;0615     ;10ªSR/BA       ;5;277;DEL.09/PST.03 - Teixeira de Freitas;BR 101, km 873;39934;        ;(73)3292-6350;del09.p03.ba@dprf.gov.br;55184;-17.559200;-39.727472;N;não tem espaço para pouso de aeronave 
488;100904;0615     ;10ªSR/BA       ;5;277;DEL.09/PST.04 - Porto Seguro;BR-367, Km 035;38075;        ;(73)3274-1018;del09.p04.ba@dprf.gov.br;55185;-16.404700;-39.175600;N;não tem espaço para pouso de aeronave 
489;101001;0617     ;10ªSR/BA       ;5;278;DEL.10/PST.01 - Barreiras;BR 242, KM 788;33634;47800000;(77)3611-6729;del10p01.ba@dprf.gov.br;55186;-12.118800;-45.056700;N;Há uma área em frente ao posto.
490;100002;0581     ;10ªSR/BA       ;7;253;CIOP BA;;38490;        ;(71)2101-2200/2101-2201;ciop.ba@dprf.gov.br;8436;          ;          ;N;Não há espaço para pousar helicóptero
491;050101;0339     ;5ªSR/RJ        ;5;390;DEL.01/PST.01 - PEDÁGIO;BR 040 KM 103 MG;58777;25000000;21-26792001;del01.rj@dprf.gov.br;51668;S 22G 37M ;W 43G 17M ;S;PÁTIO DA 5ª SPRF E DNIT
745;160003;0845     ;16ªSR/CE       ;7;123;16ª SRPRF/CE ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;BR-116, KM 006 BAIRRO CAJAZEIRAS;13897;60864190;(85) 3289-4243;nuram.ce@dprf.gov.br;14567;          ;          ;N;
791;050204;0341     ;5ªSR/RJ        ;5;391;DEL.02/PST.04 - Posto Cassimiro de Abreu;BR-101;60011;        ;21-25801459;;276655;          ;          ;N;
492;050102;0339     ;5ªSR/RJ        ;5;390;DEL.01/PST.02 - Posto Pavuna;BR-040, Km 089;58777;        ;;;76474;S 22G 33M ;W 43G 14M ;S;Ok ? Não tem telefone, somente rário pra comunicação
493;050103;0339     ;5ªSR/RJ        ;5;390;DEL.01/PST.03 - Seropédica;BR 040 km 82 SENTIDO MG;58777;        ;24-22421045;;46784;S 22G 31M ;W 43G 13M ;S;Pátio da Del.
494;050201;0341     ;5ªSR/RJ        ;5;391;DEL.02/PST.01 - Posto Niteroi;BR-101, Km 308;60011;        ;21-37116397;Não tem;57828;S 22G 47M ;W 43G 1M 2;S;
495;050202;0341     ;5ªSR/RJ        ;5;391;DEL.02/PST.02 - Posto Itaúna;BR-101, Km 322;58653;24050290;;del02.rj@dprf;gov;br;53454;S 22G 52M ;W 43G 6M 4;S;
496;050203;0341     ;5ªSR/RJ        ;5;391;DEL.02/PST.03 - Posto Rio Bonito;BR-101, Km 334;60011;        ;21-25801459;;54360;S 22G 53M ;W 43G 12M ;N;
497;190101;0979     ;19ªSR/PA       ;5;427;DEL.01/PST.01 - Ananindeua;BR- 316, KM 09;04154;        ;(91) 3255-2100;del01p01.pa@dprf.gov.br;18163;-1.3661060;-48.367372;N;
498;190102;0979     ;19ªSR/PA       ;5;427;DEL.01/PST.02 - Benevides;BR- 316, KM  21;04294;68795970;Não possui;;18171;S 1G 21M 5;W 48G 16M ;N;
499;190103;0979     ;19ªSR/PA       ;5;427;DEL.01/PST.03 - Castanhal;BR- 316, KM 58;04472;68740000;(91) 3725-1269;del01p03.pa@dprf.gov.br;16789;-1.3063580;-48.007456;N;
500;190104;0979     ;19ªSR/PA       ;5;427;DEL.01/PST.04 - Santa Maria;BR- 316, KM 102;05312;68716000;(91) 3442-1121;del01p04.pa@dprf.gov.br;58885;-1.3436440;-47.577228;N;Tem um pátio dentro da área do posto que permite pouso, caso retire os carros estacionados.
501;190105;0979     ;19ªSR/PA       ;5;427;DEL.01/PST.05 - Capanema;BR- 316, KM 156;04430;68700000;(91) 3462-2290;del01p05.pa@dprf.gov.br;43752;-1.2257690;-47.165833;N;Tem um pátio dentro da área do posto que permite pouso, caso retire os carros estacionados.
502;190106;0979     ;19ªSR/PA       ;5;427;DEL.01/PST.06 - Gurupi;BR- 316, KM 275;03719;68610000;(91) 3838-1108;del01p06.pa@dprf.gov.br;58886;-1.8218280;-46.349625;N;Tem um pátio dentro da área do posto que permite pouso, caso retire os carros estacionados.
503;190107;0979     ;19ªSR/PA       ;5;427;DEL.01/PST.07 - Bragança;BR- 308, KM 200;04332;68600000;(91) 3425-4444;del01p07.pa@dprf.gov.br;269964;-1.0660440;-46.792453;N;Existe um campo de futebol em frente ao posto que permite pouso.
504;190201;0981     ;19ªSR/PA       ;5;428;DEL.02/PST.01 - Mãe do Rio;BR- 010, KM 284;05878;68675000;Não possui;del02p01.pa@dprf.gov.br;58565;-2.0358920;-47.544139;N;
505;190202;0981     ;19ªSR/PA       ;5;428;DEL.02/PST.02 - Ipixuna;BR- 010, KM 229;06211;68637000;(91) 3811-1153 / 1154;del02p02.pa@dprf.gov.br;36333;-2.4237810;-47.518292;N;Existe um campo de futebol próximo ao posto que permite pouso.
506;190203;0981     ;19ªSR/PA       ;5;428;DEL.02/PST.03 - Dom Eliseu;BR- 010, KM 019;05835;68633000;(94) 3335-1440;del02p03.pa@dprf.gov.br;29179;-4.2943720;-47.562283;N;Existe uma pista de pouso aproximadamente à 4Km do posto.
508;190401;0985     ;19ªSR/PA       ;5;430;DEL.04/PST.01 - Altamira;BR- 230, KM  625;04111;68370000;(93) 3515-3941;del04p01.pa@dprf.gov.br;36337;-3.1736220;-52.168411;N;Existe um campo de futebol atrás da delegacia, que faz parte do terreno.
509;190501;0987     ;19ªSR/PA       ;5;431;DEL.05/PST.01 - Santarém;BR- 163, KM 10;05355;68100000;(93) 3524-1772;del05p01.pa@dprf.gov.br;33561;-2.5048190;-54.727678;N;
511;050301;0343     ;5ªSR/RJ        ;5;392;DEL.03/PST.01 - Posto Itaguai;BR 101 km 394;58394;23800000;21-22193204;del03.rj@dprf.gov.br;104062;S 22G 51M ;W 43G 45M ;S;Ok ?
512;050302;0343     ;5ªSR/RJ        ;5;392;DEL.03/PST.02 - Posto Angra dos Reis;BR 101 km 468,8;58017;23900000;24-33666109;DEL03P02@DPRF.GOV.BR;850019;S 23G 0M 2;W 44G 13M ;S;ÁREA DA PONTE RIO NITERÓI
513;050303;0343     ;5ªSR/RJ        ;5;392;DEL.03/PST.03 - Posto Mambucaba;BR 101 km 530;58750;        ;24-33624679;DEL03P03@DPRF.GOV.BR;105483;S 23G 1M 5;W 44G 32M ;N;PÁTIO DO POSTO
514;050304;0343     ;5ªSR/RJ        ;5;392;DEL.03/PST.04 - Posto Parati;BR 101 km 574;58750;23970000;24-33712330;;130468;S 23G 14M ;W 44G 42M ;N;PÁTIO DO POSTO
515;050401;0345     ;5ªSR/RJ        ;5;393;DEL.04/PST.01 - Posto Tres Córregos;BR-116, Km 072;59153;25900000;21-27424126;;60771;S 22G 21M ;W 42G 56M ;S;OK
516;050402;0345     ;5ªSR/RJ        ;5;393;DEL.04/PST.02 - Posto Pedágio (Bongaba);BR 116 km 133;58491;25900000;21-27872050;;25810;S 22G 38M ;W 43G 11M ;S;OK Não  existe pouso pra Helicoptero  - VOIP - 50210420
517;050501;0347     ;5ªSR/RJ        ;5;394;DEL.05/PST.01 - Posto Paraiba do Sul;BR-101, Km 203;58858;28860000;22-27781271;;60773;S 22G 28M ;W 42G 10M ;S;PÁTIO DO POSTO
518;050502;0347     ;5ªSR/RJ        ;5;394;DEL.05/PST.02 - Posto Barra do Pirai;BR 101 km 269;58858;        ;21-27348808;Del05.rj@dprf.gov.br;103712;S 22G 42M ;W 42G 40M ;S;OK VOIP ? 50210520
519;190001;0961     ;19ªSR/PA       ;8;426;Seção de Policiamento e Fiscalização;Travessa D. Pedro I, nº 52  Bairro  Umarizal;27154;66050100;(91) 3212-0420;spf.pa@dprf.gov.br;38629;          ;          ;N;
520;190002;0961     ;19ªSR/PA       ;7;426;CIOP - PA;Travessa D. Pedro I, nº 52  Bairro  Umarizal;27154;66050100;(91) 3241-4858 / 7228;ciop.pa@dprf.gov.br;38629;          ;          ;N;
521;190003;0962     ;19ªSR/PA       ;7;426;NOE - PA;Travessa D. Pedro I, nº 52  Bairro  Umarizal;27154;66050100;(91) 3241-6462;noe.pa@dprf.gov.br;38629;          ;          ;N;
522;061001;0407     ;6ªSR/SP        ;5;410;DEL.10/PST.01 - Posto de Guaiçara;BR-153, Km 174,3;66818;16430000;14 3547-1344 / 2508;del10p01.sp@dprf.gov.br;61643;-21.629000;-49.787667;N;OK 
523;061002;0407     ;6ªSR/SP        ;5;410;DEL.10/PST.02 - Posto de Marília;BR-153, Km 259;66818;17500971;14 3451-1044/4733;del10p02.sp@dprf.gov.br;61646;-22.267750;-49.923972;N;(null)
524;061003;0407     ;6ªSR/SP        ;5;410;DEL.10/PST.03 - Posto de Ourinhos;BR-153, Km 345,3;67954;19914000;14 3324-5965 / Fax: 3324-9427;del10p03.sp@dprf.gov.br;61649;-22.978694;-49.903472;N;(null)
525;100504;0607     ;10ªSR/BA       ;7;273;DEL.05 - Núcleo de Policiamento e Fiscalização;BR 101, KM 508;35971;        ;73- 3613-4779;del05.ba@dprf.gov.br;9243;S 15G 27M ;W 39G 26M ;N;Há uma área verde para pouso de aeronave mais não sinalizada, com bastante fiação.
526;050601;0349     ;5ªSR/RJ        ;5;395;DEL.06/PST.01 - Posto Moura Brasil;BR-116, Km 166;60011;21535900;21-24732081;;25360;S 22G 48M ;W 43G 19M ;N;ÁREA DO POSTO, PISTA LARGA.
527;050602;0349     ;5ªSR/RJ        ;5;395;DEL.06/PST.02 - Posto Sapucaia;BR 116 km 207;07862;23890000;;DEL06P02@DPRF.GOV.BR;42466;S 22G 43M ;W 43G 36M ;N;OK
549;060301;0393     ;6ªSR/SP        ;5;403;DEL.03/PST.01 - Posto de Vargem;BR 381, km 9;29572;12935000;11 4598-2975;del03p01.sp@dprf.gov.br;15610;-22.917555;-46.431833;N;OK 
550;060302;0393     ;6ªSR/SP        ;5;403;DEL.03/PST.02 - Posto de Atibaia;BR 381, km 47;61816;12949030;11 4412-3116 / 4118-3701;del03p02.sp@dprf.gov.br;10016;-23.190805;-46.584888;N;OK 
551;060303;0389     ;6ªSR/SP        ;5;403;DEL.03/PST.03 - Posto São Paulo;BR 381, km 82;71072;12940000;11 6485-8978 / 6453-0161;del03p03.sp@dprf.gov.br;12536;-23.433096;-46.568615;N;OK 
552;040901;0285     ;4ªSR/MG        ;5;380;DEL.09/PST.01 - Posto de Caxambu;BR-267, Km 306;43095;37440000;31 3064-5410;del09p01.mg@dprf.gov.br;17305;-21.955278;-44.970000;N;Existe a possibilidade de pouso de helicóptero.
553;040902;0285     ;4ªSR/MG        ;5;380;DEL.09/PST.02 - Posto Capivari;BR-354, Km 696;50512;37468000;35 3364-7181;del09p02.mg@dprf.gov.br;133775;-22.244722;-44.935278;N;Não existe local para pouso de Helicóptero, apenas interditando a rodovia
